DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
013801,ST MARY'S ACADEMY CHARTER SCHOOL,02,434,1.2,80.6,14.3,0,3,0,0.9,76.7,6.9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.6203,3.4965,1,0,1,0,0,0.6203,3.4965,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
013901,BEEVILLE ISD,02,3364,2.1,82.9,13.6,0.2,0.4,0.1,0.7,74.3,9.2,0,0,1,0,85,11,1,241,24,1,23,1095,1,137,0,0,23,74,203,0,1,95,252,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1263,267,98,0.8672,1.0458,0.7976,0.3959,0,0.7918,0.6787,0.1783,1.0888,0.6609,0,0,0,0.5350,0.4859,1.0463,0.8253,0,0,0,1.4577,0,1.2063,0,0,0,0,0
013902,PAWNEE ISD,02,164,0,77.4,21.3,0,0,0,1.2,54.3,9.1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0.6460,2.3474,1,1,1,0,1,1,1,1,1,1,1,1,1.2920,0,1,1,1,0,1,1.2920,0,1,1,1,0
013903,PETTUS ISD,02,438,2.3,62.3,33.3,0,0.2,0,1.8,59.8,12.8,0,0,0,0,1,1,1,10,1,0,1,163,0,29,0,0,1,8,50,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,12,2,0.2241,1.3486,0.4489,1,0,1,0.2864,3.6232,1.3376,0.2503,1,0,1,0,0,0.8026,1.5015,1,0,1,0,1,1,1,1,1,1,1
013905,SKIDMORE-TYNAN ISD,02,789,1,64.9,32.2,0.9,0.5,0.3,0.3,55.8,10.3,0,0,1,0,1,1,1,1,1,0,0,153,0,1,0,1,1,6,62,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,3,2,0,1.5210,0.0200,0,0,0,2.1505,33.3333,0.5136,1.0352,0,0,0,0,0,0.7704,1.5528,0,0,0,0,0,1.5408,0,0,0,0,0
014801,RICHARD MILBURN ALTER HIGH SCHOOL,12,132,37.1,34.1,22,0,0.8,1.5,4.5,68.2,17.4,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,1,1,1,1,1.7969,0.3258,0.5051,1,13.8889,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
014802,TRANSFORMATIVE CHARTER ACADEMY,12,91,41.8,35.2,17.6,0,1.1,1.1,3.3,68.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
014803,PRIORITY CHARTER SCHOOLS,12,885,16.4,25.2,51.6,0.2,1.1,0,5.4,52.3,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
014804,ORENDA CHARTER SCHOOL,12,1206,5.5,20.4,69.3,0.6,1.8,0.1,2.3,25.5,12.2,0,0,1,1,0,0,94,105,212,0,9,1,0,22,0,0,0,116,18,0,1,0,362,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,413,0,4.9587,0.1485,0.9620,0,0,0,1.3175,4.1382,1.2463,0.7407,0,0.1345,0,0.1053,1,1,1,1,1,1,1,0,2.4510,0.7215,0,0,0,0
014901,ACADEMY ISD,12,1270,2.3,21.8,71.7,0.7,0.6,0.3,2.5,36.3,7.1,0,0,0,0,1,1,0,1,1,0,1,20,0,70,0,0,1,6,16,0,0,6,13,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3,2,0.4305,0.9083,0.9666,0,1.6502,0,3.5644,0,1.5291,0.4649,0,0,0,13.3333,0,2.2936,0.6974,0,0,0,0,1,1,1,1,1,1,1
014902,BARTLETT ISD,13,395,11.4,61.8,24.6,0.3,0,0,2,72.9,9.4,0,0,0,0,1,1,1,24,13,0,1,9,0,1,1,0,1,13,1,0,0,1,33,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,40,2,0.7310,1.2136,0.3388,0,1,1,4.1667,0.2193,0.9709,1.3211,8.3333,1,1,1.2500,0,0.8091,2.0325,0,1,1,0,1,1,1,1,1,1,1
014903,BELTON ISD,12,10305,6.5,32.5,54.7,0.7,1.6,0.2,3.7,50.4,10.5,0,0,0,0,64,76,108,179,230,44,593,1533,1,1768,0,0,23,141,841,0,0,122,418,27,1,1,1,22,1,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4080,541,170,2.2360,1.1561,0.7922,1.5406,0.0153,0.1225,0.9274,3.0712,1.0181,0.7772,0.2641,0.1155,0,1.0991,2.4434,1.1584,0.8173,0.8403,0,2.9412,0.1590,1,1,1,1,1,1,1
014905,HOLLAND ISD,12,630,3,31.1,64.1,0.2,0.5,0,1.1,50.8,8.1,0,0,0,0,1,1,0,0,0,0,1,31,0,77,0,0,0,0,45,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,3,0.3030,0.9062,1.0920,0,0,1,0.8264,1,1,1,1,1,1,1,0,1.0718,0.5200,0,0,1,30.3030,1,1,1,1,1,1,1
014906,KILLEEN ISD,12,41336,33.6,28.1,26.4,0.7,2.6,1.6,6.9,57.3,11.2,1,1,1,1,238,153,3625,1574,1152,117,12019,5305,189,4161,1,1,221,1745,4880,1,1,864,5675,568,74,88,42,469,186,1650,10,1,40,1,1,1,1,0,0,1,0,0,0,0,4,23627,6990,1045,1.5140,0.7990,0.6671,0.7074,0.3028,0.5000,1.0121,1.5434,0.8013,0.6243,1.7985,0.2311,0.3577,0.9724,1.6177,0.8105,0.5546,1.3671,0.0368,0.0598,1.0263,0.7440,0.8897,0.9470,0,0,0,3.6232
014907,ROGERS ISD,12,862,2.7,27.5,68,0.5,0.5,0.1,0.8,49.7,7.2,0,0,0,0,1,1,1,1,10,1,5,43,0,63,0,0,1,6,30,0,0,1,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,13,2,1.6388,1.3837,0.8199,1.7699,1.7699,0,0,2.8490,0.2797,1.1312,15.3846,0,0,0,0,1.8182,0.7353,0,0,0,0,1,1,1,1,1,1,1
014908,SALADO ISD,12,1465,1,20.1,75,0.9,0.9,0.1,2.1,27.5,5.9,0,0,0,0,1,6,1,1,13,0,10,45,0,103,0,0,1,5,21,0,0,1,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,15,8,6.2500,1.3993,0.8583,0,0.6944,0,0.2976,6.6667,0.3317,1.1556,0,0,0,0,0,0.6219,1.0000,0,0,0,5.9524,1,1,1,1,1,1,1
014909,TEMPLE ISD,12,8644,27.9,40.3,26.7,0.5,1.6,0.1,3,76.8,8.8,1,1,1,1,93,50,1106,638,384,19,2407,1751,11,717,1,1,40,412,581,1,1,271,2016,142,1,1,1,64,6,88,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4999,2195,288,1.7258,0.8692,0.5372,0.7602,0.0750,2.2004,0.5868,1.8060,0.7212,0.6552,0.0911,0.0285,0.4556,0.9719,1.7672,0.8013,0.6502,0.6944,0.2170,0,0.1157,1.1947,0.8271,1.2484,0,0,0,0
014910,TROY ISD,12,1434,1.5,23.7,72.4,0.5,0.6,0.1,1.2,48,9.3,0,0,0,0,1,1,0,1,43,1,11,87,0,349,0,0,1,26,107,0,0,1,37,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,45,2,1.5942,0.7980,1.0479,0.4348,0.3623,0,1.9928,0,0.0938,1.3198,0,3.7037,0,0,0,2.1097,0.6906,0,0,0,0,1,1,1,1,1,1,1
015801,POR VIDA ACADEMY,20,303,2.6,89.1,7.6,0,0,0,0.7,69.6,17.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,0,0.5612,6.5789,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015802,GEORGE GERVIN ACADEMY,20,1313,30.1,63.1,4.6,0.1,0.5,0.1,1.6,97.7,3,0,0,0,0,0,0,57,1,1,0,1,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,1.1074,0.5283,0,0,0,0,20.8333,3.1561,0.0264,0.3623,0,0,0,1.0417,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015803,HIGGS CARTER KING GIFTED & TALENTE,20,485,13.4,82.9,2.1,0.4,0,0.2,1,94.6,5.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,3.7313,0.6031,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015805,NEW FRONTIERS CHARTER SCHOOL,20,615,1.3,96.3,2.3,0,0,0,0.2,89.3,8.8,0,0,0,0,0,0,0,1,1,0,1,59,0,1,0,0,0,27,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,1.2610,1.0044,0.7128,1,1,1,0,0,0.5192,21.7391,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015806,SCHOOL OF EXCELLENCE IN EDUCATION,20,1384,31.6,62.5,3.5,0,0.1,0.4,2,92.6,6.8,0,0,0,0,1,0,153,110,1,0,0,1,0,1,0,0,0,27,1,0,0,1,259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,265,1,0,0.8000,14.2857,1,0,0,0,1.8271,0.6642,0.1078,1,0,0,0.1887,0,1.6000,0,1,0,0,0,1,1,1,1,1,1,1
015807,SOUTHWEST PREPARATORY SCHOOL,20,627,11.5,81.7,6.2,0,0.2,0,0.5,77,12.8,0,0,0,0,1,1,31,130,1,0,1,25,0,1,0,0,0,29,6,0,0,1,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,163,2,0.3221,1.1333,0.5974,1,0,1,0,1.6538,0.9762,0.0990,1,0,1,1.2270,0,0.6120,8.0645,1,0,1,0,1,1,1,1,1,1,1
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,20,489,23.5,36,35.6,1.6,0.2,0.2,2.9,100,40.9,0,0,0,0,0,0,16,24,1,0,0,0,0,0,0,0,0,21,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,1,1,1,1,1,1,1.6211,1.5873,0.0669,0,0,0,0.8210,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015809,BEXAR COUNTY ACADEMY,20,505,4.4,91.3,3.8,0,0.4,0,0.2,35,11.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,0,0.3651,8.7719,1,0,1,166.6667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015814,POSITIVE SOLUTIONS CHARTER SCHOOL,20,183,1.6,95.6,2.2,0,0,0,0.5,89.6,13.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1.0460,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015815,RADIANCE ACADEMY OF LEARNING,20,556,10.4,69.6,14,0,2.2,0,3.8,75.7,6.3,0,0,0,0,0,0,1,22,14,0,1,9,0,1,0,0,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,0.8741,1.1755,0.6494,1,0,1,0,0.2530,0.8318,2.6316,1,0,1,0.6925,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015816,ACADEMY OF CAREERS AND TECHNOLOGIE,20,182,10.4,76.4,12.1,1.1,0,0,0,28.6,8.8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.4363,2.7548,30.3030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015819,SHEKINAH RADIANCE ACADEMY,20,798,33.5,26.9,34,0.4,0.5,0.3,4.5,69.9,6.1,0,0,1,0,0,0,37,15,1,0,1,1,0,1,0,0,0,11,0,0,0,0,52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,54,0,0.9950,1.2392,0.9804,0,0,0,0,2.0453,1.0326,0.0545,0,0,0,0.4115,1,1,1,1,1,1,1,1.4925,1.8587,0,0,0,0,0
015820,SAN ANTONIO SCHOOL FOR INQUIRY & C,20,408,3.2,82.6,12.5,0.2,0.5,0,1,90.2,12.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,0,0.6053,4.0000,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015822,JUBILEE ACADEMIC CENTER,20,2991,5.8,84.5,8.5,0,0.5,0,0.7,76.1,6.6,0,0,0,0,0,0,1,79,1,0,1,1,0,0,0,0,0,15,7,0,0,0,81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,0,5.7471,0.3945,0,1,0,1,47.6190,0.2103,1.1401,0.1435,1,0,1,1.7422,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015823,SAN ANTONIO TECHNOLOGY ACADEMY,20,62,1.6,93.5,3.2,0,1.6,0,0,91.9,12.9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,1,1,1,1,0,1.0695,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015825,LIGHTHOUSE CHARTER SCHOOL,20,247,4.9,89.1,6.1,0,0,0,0,89.9,8.1,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1.1223,0,1,1,1,1,0,1.1223,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015826,KIPP SAN ANTONIO,20,1485,2.8,94.7,2,0,0.1,0,0.3,85.9,8,0,0,0,0,1,0,10,207,6,0,0,12,0,0,0,0,0,47,0,0,0,1,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,223,1,0,1.0560,0,1,0,1,0,1.6015,0.9802,1.3453,1,0,1,0,0,1.0560,0,1,0,1,0,1,1,1,1,1,1,1
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,20,855,13.8,56.1,22.6,0,3.5,0.1,3.9,54.3,6.1,0,0,0,0,0,0,5,49,18,0,0,0,0,0,0,0,0,18,0,0,0,0,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,1,1,1,1,1,1,0.4896,1.1803,1.0763,1,0.3861,0,0.3465,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015828,HARMONY SCIENCE ACAD (SAN ANTONIO),20,2266,9.3,73.4,13.9,0.3,1.5,0.1,1.5,65.4,5.6,0,0,1,1,0,0,30,176,29,0,0,0,0,0,0,0,0,17,0,0,1,0,200,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,238,0,1,1,1,1,1,1,1,1.3554,1.0075,0.8766,1.4006,0.2801,0,0.2801,1,1,1,1,1,1,1,2.6882,0.3406,1.7986,0,16.6667,0,0
015830,BROOKS ACADEMY OF SCIENCE AND ENGI,20,1509,1.9,88.3,8.7,0.2,0.7,0,0.3,57.9,4.6,0,0,0,0,0,0,0,31,5,0,1,1,0,1,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,17.5439,0.3775,3.8314,0,0,1,0,0,0.9752,1.5964,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015831,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,1014,6.9,68.1,18.4,0.2,5.1,0.1,1.1,59,5.7,0,0,0,0,0,0,1,138,29,0,0,0,0,0,0,0,0,34,0,0,0,0,153,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,1,1,1,1,1,1,1,0.0848,1.1850,0.9217,2.9240,0.1147,0,0.5316,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015832,CITY CENTER HEALTH CAREERS,20,144,7.6,91,1.4,0,0,0,0,91,6.3,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6.5789,0.5495,0,1,1,1,1,0,1.0989,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015833,HENRY FORD ACADEMY ALAMEDA SCHOOL,20,181,2.2,84.5,10.5,1.7,0,0.6,0.6,38.1,8.8,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15.1515,0.3945,3.1746,0,1,0,0,15.1515,0.3945,3.1746,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015834,BASIS SAN ANTONIO,20,508,2.8,40,31.1,0.2,21.7,0.2,4.1,5.5,2.4,0,0,0,0,0,0,1,21,12,0,1,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,35.7143,0,0,0,0,0,0,0.9921,1.4583,1.0718,0,0.1280,0,0.6775,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,20,196,1,46.4,46.9,0,0.5,0,5.1,11.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2.1322,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015901,ALAMO HEIGHTS ISD,20,4815,1.5,39.4,54.8,0.2,2.2,0,2,20.1,6.9,1,0,1,0,43,1,1,40,24,0,1,102,0,53,0,0,7,17,36,1,1,36,35,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,66,46,0.4246,1.6489,0.6160,0,0,1,0.3185,1.0101,1.5382,0.6636,0,0,1,0.7576,1.4493,2.3725,0.0397,0,0,1,1.0870,0,2.5381,0,0,0,1,0
015904,HARLANDALE ISD,20,15316,0.4,97.3,2,0.1,0.1,0,0.1,88.2,9.2,7,0,11,0,466,1,1,2246,41,1,14,4519,0,66,1,6,98,527,855,7,1,435,2089,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4602,2290,469,0.7605,1.0092,0.7171,0.2173,0.2173,1,0.2173,0.1092,1.0080,0.8952,0,0.4367,1,0.4367,0.5330,1.0212,0.1066,0,2.1322,1,0,0,1.0277,0,0,0,1,0
015905,EDGEWOOD ISD,20,12059,1,98.3,0.4,0,0.1,0,0.1,98.7,9.5,13,0,12,0,305,0,30,2016,1,13,48,3348,0,1,6,5,61,522,617,1,1,309,2040,1,1,0,1,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3423,2049,308,1.4023,0.9950,0.0730,1,3.5057,1,0.2921,1.4641,1.0009,0.1220,1,0.4880,1,0.4880,0.3247,1.0074,0,1,3.2468,1,3.2468,0,1.0173,0,1,0,1,0
015906,RANDOLPH FIELD ISD,20,1177,17.7,21.2,46.6,0.3,2.8,0.8,10.6,9.8,5.7,0,0,0,0,0,1,16,9,6,0,1,1,0,1,0,0,0,6,0,0,0,0,5,1,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,2,1.1299,0.9434,0.4292,0,7.1429,0,1.8868,1.9651,0.9229,0.2799,0,0,0,3.0763,2.8249,0,1.0730,0,0,0,0,1,1,1,1,1,1,1
015907,SAN ANTONIO ISD,20,53811,6.3,91.2,1.8,0.1,0.2,0,0.4,93.4,10.1,1,1,1,1,709,1,1015,6265,175,1,398,6168,0,117,1,1,151,1873,1318,1,1,766,7282,80,1,1,1,37,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6707,7494,793,0.9419,1.0084,0.9691,0.1491,0.0745,1,0.8200,2.1499,0.9167,1.2973,0.1334,0.0667,1,1.2343,1.6013,0.9803,0.0701,1.2610,0.6305,1,0.3153,0,0.5482,27.7778,0,0,1,0
